Name,System,Developer,Publisher,Genre,Rating,Column 1,Column 2
Centipede,FBNEO,Atari,Atari,Shooter / Space Invaders Like,0.7,,
Cerius,ZXSPECTRUM,"The Shaw Brothers, Graham D. Shaw, David A. Shaw, Adrian R. Shaw",Atlantis Software,Action,0,,
Chaos,ZXSPECTRUM,"Julian Gollop, Le Doux",Firebird,Strategy,0.8,,
Chaos Field,DREAMCAST,Milestone,Milestone,Shoot'em Up,0.6,,
Chase H.Q.,ZXSPECTRUM,Taito,Ocean,"Race, Driving",1,,
Chase H.Q. II - Special Criminal Investigations,ZXSPECTRUM,Taito,Ocean,"Race, Driving",,,
Checkered Flag,JAGUAR,Rebellion,Atari,"Race, Driving",0.4,,
Chibi-Robo! Plug into Adventure!,GAMECUBE,Skip,Nintendo,Adventure,0.85,,
China Gate,FBNEO,Technos Japan,Technos Japan,Fight,0.5,,
Choplifter,FBNEO,SEGA,SEGA,Shooter / Plane,0.8,,
Choplifter,MASTERSYSTEM,SEGA,SEGA,"Shoot'em Up / Horizontal, Shoot'em Up",0.8,,
Choplifter II : Rescue & Survive,GB,Beam Software,JVC,Shooter / Plane,0.65,,
Choplifter III,GB,Ocean,Beam Software,Shoot'em up / Horizontal,0.8,,
Choplifter!,COLECOVISION,Brøderbund Software,"Coleco Industries, Inc.","Action, Shooter / Plane, Shooter, Shoot'em Up / Horizontal, Shoot'em Up",0.4,,
Choro Q Hyper Racing 5,SEGASTV,,,,,,
Christmas NiGHTS into Dreams...,SATURN,Sonic Team,SEGA,Action,0.9,,
Chrono Cross (USA),PSX,Squaresoft,Squaresoft,Role Playing Game,0.8,,
Chrono Trigger,SNES,Square,Square,Role playing games,0.9,,
Chronos - A Tapestry of Time,ZXSPECTRUM,Radical Tubes,Mastertronic,Action,0.7,,
ChuChu Rocket!,DREAMCAST,Sonic Team,SEGA,"Puzzle-Game, Strategy",0.8,,
Chuck Norris Superkicks,COLECOVISION,Xonox,Xonox,Action,0.6,,
Chuck Rock,GB,Core Design,Sony Electronic Publishing,Platform,0.5,,
Chuckie Egg,ZXSPECTRUM,A&F Software,A&F Software,Action,0.7,,
Chuckie Egg 2,ZXSPECTRUM,A&F Software,A&F Software,Action,0.6,,
Chuka Taisen,FBNEO,Taito,Taito,Shoot'em up / Horizontal,0.5,,
CIMA : The Enemy,GBA,Neverland,Natsume,Role playing games,0.95,,
Circus Charlie,FBNEO,Konami,Konami,Platform / Run Jump,0.8,,
Clash-road,FBNEO,Wood Place,Wood Place,"Race, Driving / Motorcycle",0.5,,
Classic Concentration,NES,Softie,Gametek,Strategy,0.6,,
Classic Muncher,ZXSPECTRUM,Nick Jones,Bubblebus Software,Action,,,
Cloak & Dagger,FBNEO,,Atari,Shooter,0.4,,
Clockwork Knight : Pepperouchau's Adventure,SATURN,AM7,SEGA,Action,0.75,,
Clockwork Knight 2 : Pepperouchau's Adventure,SATURN,SEGA,SEGA,Action,0.8,,
Cloud Master,MASTERSYSTEM,Opera House,SEGA,"Shoot'em Up, Shoot'em Up / Horizontal",0.6,,
Club Drive,JAGUAR,Atari,Atari,"Race, Driving",0.25,,
Cobra,ZXSPECTRUM,Ocean,Ocean,Action,,,
Cobra-command,FBNEO,SEGA,Data East,Shoot'em up / Horizontal,0.4,,
Codename Mat,ZXSPECTRUM,Micromega,Micromega,Strategy,,,
Codename Mat II,ZXSPECTRUM,Derek Brewster,Domark,Shoot'em Up,,,
Colin McRae Rally (USA),PSX,Codemasters,Codemasters,"Sports, Race, Driving",0.6,,
Colin McRae Rally 2.0 (USA),PSX,Codemasters,Codemasters,"Race, Driving",0.6,,
College Football USA 96,MEGADRIVE,High Score Productions,EA Sports,"Sports, Sports / Football",0.4,,
College Football USA 97,MEGADRIVE,High Score Productions,EA Sports,"Sports, Sports / Football",0.4,,
College Slam,GB,Torus Games,Acclaim,Sports / Basketball,0.55,,
Columns,PCENGINE,Laser Soft,Telenet,Puzzle-Game / Fall,0.7,,
Columns '97,SEGASTV,SEGA,SEGA,Puzzle-Game / Fall,0.5,,
Columns Crown,GBA,Wow Entertainment,SEGA,Puzzle-Game / Fall,0.75,,
Combat School & Gryzor Preview,ZXSPECTRUM,"Mike Lamb, Andrew P. Deakin, Ivan Horn, David Whittaker, Jas C. Brooke",Ocean,Action,,,
Comix Zone,MEGADRIVE,SEGA,SEGA,"Beat'em Up, Action",0.8,,
Commando,FBNEO,Capcom,Data East,"Shooter, Shooter / Run And Gun",0.6,,
Confidential Mission,DREAMCAST,Hitmaker,SEGA,Lightgun Shooter,0.6,,
Congo Bongo,COLECOVISION,SEGA,"Coleco Industries, Inc.",Action,0.4,,
Congo Bongo,FBNEO,SEGA,SEGA,Platform / Run Jump,0.7,,
Congo's Caper,SNES,Data East,Data East,Action,0.7,,
Conker's Bad Fur Day,N64,Rareware,Rareware,"Action, Platform",0.8,,
Contact Sam Cruise,ZXSPECTRUM,Microsphere Computer Services Ltd.,Microsphere Computer Services Ltd.,Strategy,0.8,,
Continental Circus,ZXSPECTRUM,Taito,Virgin Mastertronic,"Race, Driving",,,
Contra,FBNEO,Konami,Konami,"Shooter / Run And Gun, Shooter",0.8,,
Contra,NES,Konami,Konami,"Shooter / Run And Gun, Shooter",0.8,,
Contra : Hard Corps,MEGADRIVE,Konami,Konami,"Shooter / Run And Gun, Shooter, Shoot'em Up, Shoot'em Up / Horizontal",0.8,,
Contra III : The Alien Wars,SNES,Konami,Konami,Shoot'em up / Horizontal,0.8,,
Coryoon - Child Of Dragon,PCENGINE,Naxat Soft,Naxat Soft,Shoot'em up / Horizontal,0.8,,
Cosmic Avenger,COLECOVISION,Gordon Martin & Associates,Coleco,Shoot'em up / Horizontal,0.7,,
Cosmic Carnage,SEGA32X,Givro,SEGA,Action,0.45,,
Cosmic Crisis,COLECOVISION,Bit,Bit,Platform,,,
Cosmo Gang the Video,FBNEO,Namco,Namco,"Shooter, Shooter / Space Invaders Like",0.8,,
Cotton 2,SEGASTV,Success,Success,Shoot'em up / Horizontal,0.7,,
Cotton Boomerang,SEGASTV,Success,Success,Shoot'em up / Horizontal,0.7,,
Cotton: Fantastic Night Dreams,FBNEO,SEGA,SEGA,Shoot'em up / Horizontal,0.7,,
Crack Down,FBNEO,SEGA,SEGA,Shooter / 3rd person,0.5,,
Crash Bandicoot : The Huge Adventure,GBA,Vicarious Vision,Universal Interactive,"Shooter, Platform",0.8,,
Crash Bandicoot : Warped (USA),PSX,Naughty Dog,Sony,Platform,0.8,,
Crash Bandicoot (USA),PSX,Naughty Dog,Sony Computer Entertainment,Platform,0.8,,
Crash Bandicoot 2 : Cortex Strikes Back (USA),PSX,Naughty Dog,Sony Computer Entertainment,Platform,0.8,,
Crash of the Titans,PSP,SuperVillain,Sierra,Action,0.8,,
Crash Team Racing (USA),PSX,Naughty Dog,Sony,"Race, Driving",0.8,,
Crazy Cars 2,ZXSPECTRUM,,Titus,,,,
Crazy Golf,ZXSPECTRUM,Mr. Micro Ltd.,Mr. Micro Ltd.,Strategy,,,
Crazy Taxi,DREAMCAST,SEGA,SEGA,"Race, Driving, Race 3Rd Pers. View",0.8,,
Crazy Taxi 2,DREAMCAST,Hitmaker,SEGA,"Race, Driving, Race 3Rd Pers. View",0.8,,
Crime Busters,ZXSPECTRUM,"IJK Software Ltd, Harry S. Price",Strobe,Platform,,,
Crime City,FBNEO,Taito,Taito,Platform / Shooter Scrolling,0.5,,
Crime Fighters,FBNEO,Konami,Konami,"Fight, Fight / 2.5D, Beat'em Up",0.4,,
Critter Crusher,SEGASTV,SEGA,SEGA,Various,0.5,,
Cross Pang,FBNEO,F2 System,F2 System,Various,0.5,,
Crossed Swords,NEOGEO,ADK,SNK,Adventure,0.6,,
Cruis'n USA,N64,Williams,Nintendo,"Race, Driving",0.6,,
Cruising on Broadway,ZXSPECTRUM,Jeff Naylor,Sunshine Books,Action,,,
Crystal Castles,ZXSPECTRUM,Atari,U.S. Gold,Action,,,
Crystalis,NES,SNK,SNK,Role Playing Games,0.8,,
"Cubix : Robots for Everyone, Clash 'N Bash",GBA,Human Soft,3DO,Beat'em Up,0.6,,
Cybattler,FBNEO,Jaleco,Jaleco,Shoot'em up / Vertical,0.5,,
Cyber Core,PCENGINE,Alfa System,NEC,"Shoot'em Up, Shoot'em Up / Vertical",0.6,,
Cyber Knight,PCENGINE,Compile,Tonkin House,Role playing games,0.65,,
Cyber-Lip,FBNEO,SNK,SNK,Shooter / Run and Gun,0.65,,
Cyber-Lip,NEOGEO,SNK,SNK,Shooter / Run and Gun,0.65,,
Cyberbots : Fullmetal Madness,FBNEO,Capcom,Capcom,Fight / Versus,0.75,,
Cybermorph,JAGUAR,Attention To Detail,Atari,Shooter,0.6,,
Cybernoid - The Fighting Machine,ZXSPECTRUM,Hewson,Hewson,Action,0.9,,
Cybernoid II - The Revenge,ZXSPECTRUM,Hewson,Hewson,Action,0.8,,
Cyclone,ZXSPECTRUM,Vortex Software,Vortex Software,Strategy,0.65,,
Cyraid,GB,SAS Sakata,NEXOFT Corporation,Puzzle-Game,0.6,,
Cyrus II,ZXSPECTRUM,Intelligent Software,Alligata Software,Board game,,,
Cyvern - The Dragon Weapons,FBNEO,Kaneko,Kaneko,"Shoot'em Up / Vertical, Shoot'em Up",0.8,,
Daffy Duck : The Marvin Missions,SNES,Sunsoft,Sunsoft,Platform,0.55,,
Daley Thompson's Olympic Challenge,ZXSPECTRUM,Ocean,Erbe Software,Sports,0.65,,
Daley Thompson's Supertest - Day 1,ZXSPECTRUM,Ocean,Ocean,Sports,,,
Dan Dare - Pilot of the Future,ZXSPECTRUM,Gang of Five,Virgin,Adventure,0.85,,
Dan Dare II - Mekon's Revenge,ZXSPECTRUM,Gang of Five,Virgin,Action,,,
Dan Dare III - The Escape,ZXSPECTRUM,Probe Software Ltd.,Virgin,Action,0.6,,
Dance Fantasy,COLECOVISION,Fisher-Price,Fisher-Price,Music and Dance,,,
Danchi de Hanafuda,SEGASTV,Tecmo,Altron,Asiatic board game / Hanafuda,0.7,,
Danchi de Quiz: Okusan Yontaku Desuyo!,SEGASTV,Altron,Altron,Quiz / Japanese,0.3,,
Dancing Fever Gold,SEGASTV,SEGA,SEGA,Music and Dance,,,
Daredevil,GBA,Griptonite Games,THQ,Beat'em Up,0.55,,
Darius,FBNEO,Taito,Taito,Shoot'em up / Horizontal,0.7,,
Darius Alpha,PCENGINE,Bits Laboratory,NEC,Shoot'em up / Horizontal,0.75,,
Darius Gaiden - Silver Hawk,FBNEO,Taito,Taito,Shoot'em up / Horizontal,0.7,,
Darius II,FBNEO,Taito,Taito,Shoot'em up / Horizontal,0.7,,
Darius Plus,PCENGINE,Bits Laboratory,NEC,"Shoot'em Up, Shoot'em Up / Horizontal",0.8,,
Dark Cloud,PS2,Level-5,Sony Computer Entertainment,Role Playing Game,0.85,,
Dark Cloud 2,PS2,Level-5,Sony Computer Entertainment,Role Playing Game,0.9,,
Dark Wizard,SEGACD,SEGA,SEGA,Strategy,0.9,,
Darkman,ZXSPECTRUM,Twilight,Ocean,Action,,,
Darkwing Duck,GB,Capcom,Capcom,Platform,0.6,,
Darxide,SEGA32X,Frontier Developments,SEGA,"Shooter / Vehicle, 3rd person",0.45,,
Dave Mirra Freestyle BMX 2,GBA,Full Fat,Acclaim,Sports / Cycling,0.65,,
Davis Cup Tennis,PCENGINE,Loriciels,NEC,Sports / Tennis,0.45,,
Daytona USA,DREAMCAST,Amusement Vision,Infogrames Interactive,"Race, Driving",0.6,,
Daytona USA : Championship Circuit Edition,SATURN,SEGA,SEGA,"Race, Driving",0.7,,
Daytona USA 2: Battle on the Edge,MODEL3,SEGA,SEGA,"Race, Driving / Race 3rd Pers. view",0.85,,
Daytona USA 2: Power Edition,MODEL3,SEGA,SEGA,"Race, Driving / Race 3rd Pers. view",0.85,,
Deactivators,ZXSPECTRUM,Tigress Marketing,Ariolasoft,,,,
Dead or Alive,PSX,Tecmo,Tecmo,Fighting / 3D,0.75,,
Dead or Alive 2,DREAMCAST,Tecmo,Acclaim,Fight,0.8,,
Death Crimson OX,DREAMCAST,Ecole,Sammy Studios,Lightgun Shooter,0.6,,
Death Wish 3,ZXSPECTRUM,Gremlin Interactive,Gremlin Graphics Software,Action,,,
Deathchase,ZXSPECTRUM,"Mervyn J. Estcourt, R.B.",Micromega,"Race, Driving / Race",0.75,,
Decathlete,SEGASTV,SEGA,SEGA,Sports / Multisports,0.8,,
Deep Duck Trouble Starring Donald Duck,MASTERSYSTEM,SEGA,SEGA,Platform,0.8,,
Deep Fighter,DREAMCAST,Criterion Games,Ubisoft,Simulation,0.8,,
Deer Hunter,GBC,Morning Star Multimedia,Vatical Entertainment,Hunting and Fishing / Hunting,,,
Defender,COLECOVISION,Williams,Atari,Shoot'em up / Horizontal,0.8,,
Defender,FBNEO,Williams,Williams,"Shoot'em Up / Horizontal, Shoot'em Up",0.8,,
Defender 2000,JAGUAR,Llamasoft,Atari,Shoot'em Up,0.9,,
Defender of the Crown,ZXSPECTRUM,"David Taletovics, Tamas Kaproncai, Norbert Dombi",The Cat,Strategy,,,
Deflektor,ZXSPECTRUM,Vortex Software,Gremlin Graphics Software,Strategy,,,
Demon Front,FBNEO,IGS,IGS,Shooter / Run and Gun,0.8,,
Demon's Crest,SNES,Capcom,Capcom,Action / Adventure,0.85,,
Demon's World,FBNEO,Toaplan,Toaplan,Platform / Shooter Scrolling,0.6,,
Denjin Makai,FBNEO,Winky Soft,Banpresto,Fight / 2.5D,0.6,,
Dennis the Menace,GB,Ocean,Ocean,Platform,0.5,,
Deroon Derodero,FBNEO,Tecmo,Tecmo,Puzzle-Game / Fall,0.7,,
Desert Commander,NES,Kemco,Kemco,Strategy,0.6,,
Desert Demolition Starring Road Runner and Wile E. Coyote,MEGADRIVE,BlueSky Software,SEGA,Platform,0.8,,
Desert War,FBNEO,Jaleco,Jaleco,Shoot'em up / Vertical,0.8,,
Destiny Mission,ZXSPECTRUM,,Williams Technology,Shooter,,,
Destructor,COLECOVISION,Coleco,Coleco,"Race, Driving",,,
Detana!! TwinBee,PCENGINE,Konami,Konami,"Shoot'em Up, Shoot'em Up / Vertical",0.6,,
Devil May Cry,PS2,Capcom,Capcom,Platform,0.9,,
Devil May Cry 2,PS2,Capcom,Capcom,Beat'em Up,0.7,,
Devil May Cry 3 : Dante's Awakening Special Edition,PS2,Capcom,Capcom,Platform,0.85,,
Devil's Crush,PCENGINE,Compile,NEC,Pinball,0.6,,
Dexter's Laboratory : Deesaster Strikes !,GBA,Virtucraft,Bam Entertainment,Platform,0.6,,
Dharma Doujou,FBNEO,Metro 3D,Metro 3D,Various,0.7,,
Diddy Kong Racing,N64,Rareware,Rareware,"Action, Race, Driving, Adventure",0.6,,
Die Hard Arcade,SEGASTV,SEGA,SEGA,Beat'em Up,0.75,,
Dig Dug,FBNEO,Namco,Namco,Action / Labyrinth,0.9,,
Dig Dug II,FBNEO,Namco,Namco,Action / Labyrinth,0.8,,
Digital Champ: Battle Boxing,PCENGINE,Naxat Soft,Naxat Soft,"Sports, Sports / Boxing",0.4,,
Dimahoo,FBNEO,Raizing,Capcom,Shoot'em up / Vertical,0.9,,
Dino Crisis (USA),PSX,Capcom,Virgin Interactive,"Adventure, Adventure / Survival Horror",0.8,,
Dino Crisis 2 (USA),PSX,Capcom,Capcom,"Adventure, Adventure / Survival Horror, Shooter / Tpv, Shooter",0.8,,
Dinosaur'us,GBC,Electronic Arts,PFX Interactive,Platform,0.4,,
Dirt Devils,MODEL3,SEGA,SEGA,"Race, Driving / Race",0.75,,
Disgaea : Hour of Darkness,PS2,Nippon Ichi Software,Koei,Role Playing Game,0.9,,
Disgaea 2 : Cursed Memories,PS2,Nippon Ichi Software,Koei,Role Playing Game / Tactical RPG,0.85,,
Disney Sports : Soccer,GBA,KCEO,Konami,Sports / Soccer,0.65,,
Disney's Donald Duck : Goin' Quackers,DREAMCAST,Disney Interactive,Ubisoft,"Platform, Action",0.4,,
Disney's DuckTales,NES,Capcom,Capcom,Platform,0.8,,
Disney's DuckTales 2,NES,Capcom,Capcom,Platform,0.8,,
Disney's Tarzan: Return to the Jungle,GBA,Digital Eclipse,Activision,Platform,0.85,,
DoDonPachi,FBNEO,Cave,Atlus,"Shoot'em Up / Vertical, Shoot'em Up",0.8,,
DoDonPachi II - Bee Storm,FBNEO,IGS,Capcom,Shoot'em up / Vertical,0.8,,
Dogyuun,FBNEO,Toaplan,Toaplan,Shoot'em up / Vertical,0.7,,
Dommy,FBNEO,Technos Japan,Tecmo,Action / Labyrinth,0.7,,
Don Doko Don,FBNEO,Taito,Taito,Platform / Run Jump,0.8,,
Donkey Kong,COLECOVISION,Nintendo,"Coleco Industries, Inc.","Action, Platform",0.6,,
Donkey Kong,FBNEO,Nintendo,Nintendo,Platform / Run Jump,0.9,,
Donkey Kong,GB,Nintendo,Nintendo,"Platform / Run Jump, Platform",0.8,,
Donkey Kong 3,FBNEO,Nintendo,Nintendo,Platform / Run Jump,0.7,,
Donkey Kong 64,N64,Rareware,Nintendo,"Action, Adventure, Platform",0.6,,
Donkey Kong Classics,NES,Nintendo,Nintendo,Compilation,0.6,,
Donkey Kong Country,GBA,Rareware,Nintendo,Platform,0.65,,
Donkey Kong Country,SNES,Rareware,Nintendo,Platform / Run Jump,0.8,,
Donkey Kong Country 2 : Diddy's Kong Quest,SNES,Rareware,Nintendo,Platform / Run Jump,0.95,,
Donkey Kong Country 3 : Dixie Kong's Double Trouble!,SNES,Rareware,Nintendo,Platform / Run Jump,0.9,,
Donkey Kong Junior,COLECOVISION,Nintendo,"Coleco Industries, Inc.","Action, Platform",0.8,,
Donkey Kong Junior,FBNEO,Nintendo,Nintendo,Platform / Run Jump,0.9,,
Donkey Kong Land III,GB,Rareware,Nintendo,"Action, Platform",0.6,,
Doom,JAGUAR,Id Software,Atari,"Shooter / 1St Person, Shooter",0.6,,
DOOM,PRBOOM,id Software,GT Interactive,Shooter / 1st person,0.85,,
Doom,SEGA32X,id Software,SEGA,Shooter / 1st person,0.55,,
Doom 64,N64,Midway,Midway,"Shoot'em Up, Shooter, Shooter / 1St Person",0.8,,
DOOM II,PRBOOM,id Software,GT Interactive,Shooter / 1st person,0.9,,
Doomdark's Revenge,ZXSPECTRUM,Mike Singleton,Beyond Software,Role playing games,,,
Doraemon - Meikyuu Daisakusen,PCENGINE,Nichibutsu,NEC,Action,0.6,,
Doraemon : Nobita no Dorabian Night,PCENGINE,Now Production,Hudson,"Action, Platform",0.6,,
Double Dragon,FBNEO,Technos Japan Corp.,Taito,"Platform / Fighter Scrolling, Platform, Fight, Fight / 2.5D, Beat'em Up",0.8,,
Double Dragon,NEOGEO,Technos Japan,SNK,Fight / Versus,0.65,,
Double Dragon II - The Revenge,FBNEO,Technos Japan,Technos Japan,Fight / 2.5D,0.7,,
Double Dragon II : The Revenge,NES,Technos Japan Corp.,Acclaim,Beat'em Up,0.8,,
Double Dragon III - The Rosetta Stone,ZXSPECTRUM,"Tom Prosser, Shaun G. McClure",Storm Software,Beat'em Up,,,
Double Dragon V : The Shadow Falls,JAGUAR,Telegames,Williams,Fight,0.2,,
Dr. Mario,GB,Nintendo,Nintendo,"Puzzle-Game, Puzzle-Game / Fall",0.6,,
Dr. Mario,NES,Nintendo,Nintendo,"Puzzle-Game, Puzzle-Game / Fall",0.6,,
Dr. Micro,FBNEO,,Sanritsu Denki,Platform / Run Jump,0.7,,
Dr. Seuss's Fix-up The Mix-up Puzzler,COLECOVISION,"Coleco Industries, Inc.","Coleco Industries, Inc.",Puzzle-Game,0.6,,
Dragon : The Bruce Lee Story,JAGUAR,Virgin Interactive,Atari,Fight,0.4,,
Dragon Ball Z : Collectible Card Game,GBA,Imagine Engine,Infogrames,Playing cards,0.55,,
Dragon Ball Z : The Legacy of Goku 2,GBA,Webfoot,Infogrames,Role playing games,0.85,,
Dragon Blaze,FBNEO,Psikyo,Psikyo,Shoot'em up / Vertical,0.8,,
Dragon Breed,FBNEO,Irem,Irem,"Shoot'em Up / Horizontal, Shoot'em Up",0.6,,
Dragon Buster,FBNEO,Namco,Namco,Role playing games / Action RPG,0.5,,
Dragon Egg!,PCENGINE,Masaya Games,NCS Corporation,"Action, Platform",0.6,,
Dragon Fighter,NES,Natsume,"SOFEL Co., Ltd.",Platform,0.6,,
Dragon Ninja,ZXSPECTRUM,"Paul Owens, Mark R. Jones, Bill Harbison",Imagine Software,Action,,,
Dragon Quest VIII : Journey of the Cursed King,PS2,Level-5,Square Enix,Role Playing Game,0.9,,
Dragon Saber : After Story of Dragon Spirit,PCENGINE,Namco,Namco,"Shoot'em Up, Shoot'em Up / Vertical",0.6,,
Dragon Spirit,FBNEO,Namco,Namco,Shoot'em up / Vertical,0.5,,
Dragon Spirit,PCENGINE,Namco,NEC,"Shoot'em Up, Shoot'em Up / Vertical",0.6,,
Dragon Spirit : The New Legend,NES,Now Production,Bandai,"Shoot'em Up, Shoot'em Up / Vertical",0.6,,
Dragon Tales : Dragon Wings,GBC,Zed Two,Ubisoft,Puzzle-Game,0.5,,
Dragon Warrior,NES,Enix,Nintendo,Role Playing Games,0.6,,
Dragon Warrior III,NES,Enix,Enix,Role Playing Games,0.6,,
Dragon Warrior IV,NES,Chunsoft,Enix,Role Playing Games,0.6,,
Dragon's Curse,PCENGINE,Westone,NEC,Platform,0.9,,
DragonFire,COLECOVISION,Imagic,Imagic,Action,0.8,,
Driv3r,PS2,Reflections,Atari SA,"Racing, Driving",0.75,,
Driver : You Are the Wheelman (USA),PSX,Reflections,GT Interactive,"Race, Driving",0.6,,
Driver 2 (USA),PSX,Reflections Interactive,Infogrames,"Race, Driving",0.8,,
Dropzone,GBC,Arena Graphics,Acclaim,Shoot'em Up,0.65,,
DuckTales 2,GB,Capcom,Capcom,Action,0.75,,
Duke Nukem 3D,EDUKE32,3D Realms,GT Interactive,Shooter / 1st person,0.85,,
Duke Nukem 64,N64,Eurocom,3D Realms,"Action, Shooter, Shooter / 1St Person",0.6,,
Dun Darach,ZXSPECTRUM,Gargoyle Games,Gargoyle Games,Adventure,0.8,,
Dungeon Explorer,PCENGINE,Atlus,NEC,Role Playing Games,0.6,,
Dungeon Magic,FBNEO,Taito,Taito,Action / Labyrinth,0.6,,
Dungeon Magic : Sword of the Elements,NES,Natsume,Taito,Role Playing Games,0.4,,
Dungeons & Dragons: Shadow over Mystara,FBNEO,Capcom,Capcom,Beat'em Up,0.6,,
Dungeons & Dragons: Tower of Doom,FBNEO,Capcom,Capcom,Beat'em Up,0.6,,
Dyna Gear,FBNEO,Sekarabe,Sammy,Platform / Fighter Scrolling,0.7,,
Dynamite Cop,DREAMCAST,SEGA,SEGA,Beat'em Up,0.6,,
Dynamite Headdy,MASTERSYSTEM,Minato Giken,SEGA,Action,0.8,,
Dynasty Wars,FBNEO,Capcom,Capcom,Beat'em Up,0.8,,
E-Motion,ZXSPECTRUM,,U.S. Gold,,0,,
E-swat - Cyber Police,FBNEO,SEGA,SEGA,Platform / Shooter Scrolling,0.6,,
E.D.F. : Earth Defense Force,FBNEO,Jaleco,Jaleco,Shoot'em up / Horizontal,0.5,,
E.T. The Extra-Terrestrial,GBA,Fluid,NewKidCo,Adventure,0.3,,
EarthBound,SNES,Ape Studios,Nintendo,Role playing games,0.85,,
Earthworm Jim,GBA,Shiny Entertainment,THQ,Platform,0.7,,
Earthworm Jim,MASTERSYSTEM,Shiny Entertainment,Tectoy,Platform,0.7,,
Earthworm Jim,MEGADRIVE,Shiny Entertainment,Virgin Interactive Entertainment,"Platform, Action",0.8,,
Earthworm Jim,SNES,Shiny Entertainment,Virgin,Platform / Run Jump,0.75,,
Earthworm Jim 2,MEGADRIVE,Playmates Interactive,Virgin Interactive Entertainment,"Platform, Action",0.8,,
Earthworm Jim 2,SATURN,Screaming Pink,Virgin Interactive Entertainment,Action,0.8,,
Earthworm Jim 2,SNES,Shiny Entertainment,Virgin,Action,0.75,,
Ecco : The Tides of Time,SEGACD,Novotrade,SEGA,Action,0.95,,
Ecco The Dolphin,MASTERSYSTEM,Novotrade,SEGA,Adventure,0.65,,
Eco Fighters,FBNEO,Capcom,Capcom,Shoot'em up / Horizontal,0.7,,
ECW Hardcore Revolution,N64,Acclaim,Acclaim,"Sports, Sports / Wrestling",0.4,,
Ed Edd'n Eddy : Jawbreakers !,GBA,Climax,Bam Entertainment,Platform,0.85,,
Eight Man,FBNEO,SNK,SNK,Platform / Fighter Scrolling,0.65,,
Eight Man,NEOGEO,SNK,SNK,Platform / Fighter Scrolling,0.65,,
Einhänder (USA),PSX,Square Enix,Sony,Shoot'em Up,0.8,,
Ejihon Tantei Jimusyo,SEGASTV,SEGA,SEGA,Puzzle-Game,0.7,,
El Gran Halcon,ZXSPECTRUM,Special FX Software Ltd.,Erbe Software,Action,0.5,,
Elan Doree - Legend of Dragoon,SEGASTV,Sai-Mate,Sai-Mate,Fight / Versus,0.5,,
Elemental Gimmick Gear,DREAMCAST,Hudson,Hudson,Role Playing Games,0.8,,
Elevator Action,FBNEO,Taito,Taito,Platform / Shooter Scrolling,0.7,,
Elevator Action,ZXSPECTRUM,Taito,Quicksilva,Action,0.6,,
Elevator Action Returns,FBNEO,Taito,Taito,Platform / Shooter Scrolling,0.7,,
Eliminator,ZXSPECTRUM,Hewson,Hewson,Action,,,
Elite,ZXSPECTRUM,Torus Games,Firebird,Strategy,0.7,,
Elmo's 123s,GBC,Bonsai Entertainment,NewKidCo,Educational,,,
Emeraldia,FBNEO,Namco,Namco,Puzzle-Game / Fall,0.7,,
Emergency Call Ambulance,MODEL3,SEGA,SEGA,"Race, Driving",0.65,,
Enduro Racer,MASTERSYSTEM,SEGA,SEGA,"Race, Driving, Motorcycle Race, 3Rd Pers.",0.6,,
Escape From The Planet Of The Robot Monsters,FBNEO,Atari,Atari,Action / Labyrinth,0.7,,
Escape from the Planet of the Robot Monsters,ZXSPECTRUM,Atari,Domark,Action,0.2,,
ESP Ra.De.,FBNEO,Cave,Atlus,"Shoot'em Up, Shoot'em Up / Vertical",0.8,,
Espgaluda,FBNEO,Cave,AMI,"Shoot'em Up, Shoot'em Up / Vertical",0.8,,
ESPN National Hockey Night,GBC,Konami,Konami,Sports / Hockey,,,
Eternal Champions : Challenge from the Dark Side,SEGACD,Deep Water,SEGA,Fight,0.7,,
Eternal Darkness : Sanity's Requiem,GAMECUBE,Nintendo,Silicon Knights,Adventure,0.9,,
Evil Twin : Cyprien's Chronicles,DREAMCAST,In Utero,Bigben Interactive,"Platform, Action",0.6,,
Evolution,COLECOVISION,Sydney Development,Sydney Development,,0.4,,
Evolution : Dino Dudes,JAGUAR,Imagitec Design,Atari,Puzzle-Game,0.35,,
Exolon,ZXSPECTRUM,Hewson,Hewson,Action,0.85,,
Extra Bases!,GB,Namco,Bandai,Sports / Baseball,0.8,,
Extreme Downhill,FBNEO,Sammy,Sammy,Sports / Skiing,0.7,,
Extreme Sports with the Berenstain Bears,GBC,Ed Magnin and Associates,Sound Source,Sports / Multisports,,,
Eyes,FBNEO,Digitrex Techstar,Techstar (Rock-Ola license),Action / Labyrinth,0.7,,
F-1 Dream,PCENGINE,NEC,NEC,"Race, Driving",0.7,,
F-117A : Stealth Fighter,NES,Microprose,Microprose,"Simulation, Action",0.6,,
F-15 Strike Eagle II,MEGADRIVE,Microprose,Microprose,"Simulation, Simulation / Vehicle",0.6,,
F-18 Thunder Strike,GBC,Morning Star Multimedia,Majesco,Simulation,,,
F-Zero,SNES,Nintendo,Nintendo,"Race, Driving / Race 3rd Pers. view",0.8,,
F-Zero GX,GAMECUBE,Amusement Vision,Nintendo,"Racing, Driving",0.8,,
F-Zero X,N64,Nintendo,Nintendo,"Race, Driving",0.8,,
